UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment,OriginalTweetClean,PredictedSentiment,PredictedSentimentNB,PredictedSentimentRF
2820,47772,,15-03-2020,"In #Russia, the demand for cereals and canned food has increased against the background of #coronavirus",Positive,demand cereal can food increase background,2,2,2
2821,47773,,15-03-2020,Trump Day 1 149 THREAD 2 836 CV 19 Cases Confirmed in US US COVID 19 Death Toll Rises to 57 Claims Tested Despite Doctor s Note Brags About Boosting Stock Market Threatens to Demote Fed Chairman Court Blocks 700k Food Stamp Cut Mar a Lago Labeled Virus Hot Spot,Extremely Negative,trump day thread cv case confirm covid death toll rise claim test despite doctor note brag boost stock market threaten demote feed chairman court block food stamp cut mar lago label virus hot spot,2,2,2
2822,47774,death,15-03-2020,for lazy people who don t wanna read articles taken from Stevens why remote work is a good way to slow down the virus i even put comic sans ms to make it fun,Positive,lazy people don wanna read article take stevens remote work good way slow virus comic sans ms fun,0,0,0
2823,47775,Nor CAL,15-03-2020,How do people on lockdown in Italy &amp; wherever else get food? Don't you have to go to the grocery store eventually? Or maybe the pharmacy for a prescription? #coronavirus #CoronaVirusItaly #IoRestoACasa,Neutral,people lockdown italy food do not grocery store eventually maybe pharmacy prescription,2,2,2
2824,47776,USA,15-03-2020,REMEMBER YOUR PETS While everyone is panic buying food amp TP over 19 fears if you have pets at home remember to stock up on their food as well We usually give our fur babies raw food but have purchased large bags of good grain free kibble just in case,Extremely Positive,remember pet panic buy food amp tp fear pet home remember stock food usually fur baby raw food purchase large bag good grain free kibble case,2,2,2
2825,47777,Toronto,15-03-2020,"The Retail Council of Canada said the current high demand for food, toilet paper and other staples is understandable as the number of positive cases continues to climb, it urged Canadians not to succumb to panic. https://t.co/s32NzXL76T",Neutral,retail council canada say current high demand food toilet paper staple understandable number positive case continue climb urge canadian not succumb panic,0,0,0
2826,47778,USA,15-03-2020,"A national emergency was declared over the #coronavirus pandemic triggering a run on #toiletPaper. If you're stuck at home for a few weeks, stock up on #food, #medicine, and #videogames! | 8-Bit Central  https://t.co/BpEoeNdLfv",Negative,national emergency declare pandemic triggering run you re stick home week stock central,2,2,2
2827,47779,,15-03-2020,Please DO NOT go and panic buy at grocery stores Our food supply has not been impacted and panic buying is the last thing we need and grocers anticipated onset of COVID 19 and have done a great job of planning ahead,Extremely Positive,not panic buy grocery store food supply not impact panic buying thing need grocer anticipate onset covid great job planning ahead,2,2,2
2828,47780,,15-03-2020,Hi guys If u want to help our frontliners donate kayo if you can Personal Protective Equipment PPE set 378 37 Food amp care package 500 prices exclude service fee,Extremely Positive,hi guy want help frontliner donate kayo personal protective equipment ppe set food amp care package price exclude service fee,0,0,0
2829,47781,,15-03-2020,When scientists and health professionals say not to panic about COVID 19 what we mean is don t buy a years worth of toilet paper bottled water and canned food You still need to avoid large gatherings and be prepared to quarantine for 2 4 weeks,Positive,scientist health professional not panic covid mean don buy year worth toilet paper bottled water can food need avoid large gathering prepare quarantine week,2,2,2
2830,47782,amidst in the pages of books,15-03-2020,"Dont panic instead put premium on hygiene, eat healthy food, drink a lot of water, take vitamins and exercise just to combat this pandemic covid-19.
Take care folks, ?",Positive,don panic instead premium hygiene eat healthy food drink lot water vitamin exercise combat pandemic care folk,0,0,0
2831,47783,Mullumbimby,15-03-2020,Scott Morrison You need to protect vulnerable Australians NOW Woolworths cannot deliver basic food anymore through online shopping This is an emergency for our aged and vulnerable,Negative,scott morrison need protect vulnerable australian woolworth deliver basic food anymore online shopping emergency age vulnerable,0,0,0
2832,47784,,15-03-2020,Mayor Inday Sara Duterte Please do not panic Hoarding food toothpaste tissue papers and other grocery supplies is not a guarantee that you are protected from the COVID 19 Disease Hoarding is a futile attempt and a total waste of your money,Positive,mayor inday sara duterte not panic hoarding food toothpaste tissue paper grocery supply not guarantee protect covid disease hoarding futile attempt total waste money,2,2,2
2833,47785,,15-03-2020,"How about @woolworths and @Coles consider online or phone shopping for the elderly where they present their Pension card as evidence. Make sure basic stocks are held for them so they can live their lives satisfactorily!
#coronavirus #CoronavirusOutbreak #coronavirusaustralia",Positive,consider online phone shopping elderly present pension card evidence sure basic stock hold live life satisfactorily,0,0,0
2834,47786,,15-03-2020,@JoshCullen_s Hahaha online shopping amidst COVID-19,Positive,hahaha online shopping amidst,1,1,1
2835,47787,In a drained swamp.,15-03-2020,Please RT Check on your elderly friends amp neighbors many of them are on a fixed income and can t afford to stock up on food tp They can t have groceries delivered but should be avoiding crowds Reach out amp offer a hand,Extremely Positive,rt check elderly friend amp neighbor fix income afford stock food tp grocery deliver avoid crowd reach amp offer hand,0,0,0
2836,47788,"Florida, USA",15-03-2020,Trudeau No need for panic buying Food and household goods supply chains have not been disrupted  Yes stock up a little bit so you don t have to go to the store every 2 or 3 days but make sure that you re not taking more than you need ,Negative,trudeau no need panic buy food household good supply chain not disrupt yes stock little bit don store day sure not take need,2,2,2
2837,47789,"Wakefield, England",15-03-2020,Had an elderly man tell me today that he was struggling to buy his usual groceries at the supermarket because the shelves were empty We are in this together let s look after each other In the long term that s the most important thing 19,Negative,elderly man tell today struggle buy usual grocery supermarket shelf let look long term important thing,2,2,2
2838,47790,???????,15-03-2020,"So all you who want to start on line shopping particularly in my age group &gt;60 , if you are not an existing customer @Ocado do not want you . Luckily @Tesco did albeit, 2 week wait for a delivery . @sainsburys website locked me out despite talking to a online help . #coronavirus https://t.co/BVZGkYu9ww",Positive,want start line shop particularly age group not exist customer not want luckily albeit week wait delivery website lock despite talk online help,0,0,0
2839,47791,United States,15-03-2020,"This is Texas, yall!

A couple hire a mariachi band to play at an H-E-B grocery store to help ease the anxiety and lift spirits amid COVID-19 concerns!

https://t.co/ZvHFOlPaoc",Extremely Positive,texas couple hire mariachi band play heb grocery store help ease anxiety lift spirit amid concern,0,0,0
2840,47792,USA,15-03-2020,Increasing unease over 19 is driving people to stock up on food water toilet paper and other items spoke to Southern California residents about their shopping experience,Negative,increase unease drive people stock food water toilet paper item speak southern california resident shopping experience,0,0,0
2841,47793,"Kuching,Malaysia",15-03-2020,hey i got something in my mind Stocking food is not tamak its called one step ahead Sooner or later if our country ada outbreak about this covid 19 nauzubillahiminzalik everybody is going to stock up foods rice oil canned foods sardine no exceptional,Negative,hey get mind stock food not tamak call step ahead soon later country ada outbreak covid nauzubillahiminzalik everybody go stock food rice oil can food sardine no exceptional,2,2,2
2842,47794,,15-03-2020,"(Former nurse)- remember if youre at the grocery store, post office, etc and theyre using the same gloves for everyone- if youre immuncompromised, elderly or have a baby- ask them to change gloves. #coronavirus #HighRiskCovid19",Neutral,nurse remember grocery store post office etc glove immuncompromise elderly baby ask change glove,0,0,0
2843,47795,"Poole, England",15-03-2020,They re certainly more proactive here in compared to what I m hearing about in the These pictures are from a local supermarket yesterday 19,Extremely Positive,certainly proactive compare hear picture local supermarket yesterday,1,1,1
2844,47796,??,15-03-2020,Food flying off the shelves at Target in Hilo on Big Island two main shipping companies say it s business as usual but Matson says reserve ships can also be added to meet demand if necessary pic Donna Carey,Negative,food fly shelf target hilo big island main shipping company business usual matson say reserve ship add meet demand necessary pic donna carey,2,2,2
2845,47797,,15-03-2020,Covid-19 update: Thailand has entered phase 3. My faculty has transferred all of us onto online school because the university is too unsafe. We are urged to stock up on food and sanitary products. Apparently like ten people from my faculty was in contact with someone who-,Positive,update thailand enter phase faculty transfer online school university unsafe urge stock food sanitary product apparently like people faculty contact,0,0,0
2846,47798,"??? ????????? ?????? 1, ???? ????, ????????? ??????",15-03-2020,Prime Minister #VladaRS announced enactment of the decree  to control the prices of basic food items and protection equipment. #covid2019,Neutral,prime minister announce enactment decree control price basic food item protection equipment,1,1,1
2847,47799,"Flagstaff, AZ",15-03-2020,"@lauvagrande People who are sick arent panic buying food.
.07% of the United States population has COVID-19 and assholes are panic buying food and leaving none for others. ESPECIALLY others that are on special diets and actually need those foods to su",Extremely Negative,people sick aren panic buy food united states population asshole panic buy food leave especially special diet actually need food su,2,2,2
2848,47800,Cymru,15-03-2020,"Important point about online shopping during #coronavirus 

Its companies like @AmazonUK avoiding taxes (assisted by @Conservatives ) that helped undermine the #NHS and other public infrastructure.

Try purchase from anyone but Amazon if you can. Support tax paying companies.",Extremely Positive,important point online shopping company like avoid taxis assist help undermine public infrastructure try purchase amazon support tax pay company,0,0,0
2849,47801,???? ????? ?? ???? ????? ?????,15-03-2020,"The #coronavirus could potentially reduce the carbon footprints of shopping if people do not drive to supermarkets themselves and use the bricks &amp; clicks online channel instead.

https://t.co/3x96SeIhIg

#GlobalWarming
#ClimateCrisis",Neutral,potentially reduce carbon footprint shop people not drive supermarket use brick click online channel instead,0,0,0
2850,47802,"Wayne County, MI",15-03-2020,"Even @tariqnasheed knew to stock up too! ? I had a delivery today &amp; Im having more delivered to me tomorrow to my house because some food is still being restocked daily for now! 
???
#B1 #FBA #Coronavirus #COVID?19 
https://t.co/DImEiiWvIQ https://t.co/JzF7mFM3H2",Neutral,know stock delivery today having deliver tomorrow house food restock daily,0,0,0
2851,47803,"Los Angeles, CA",15-03-2020,Just a reminder to everyone that while you are stocking up on groceries don t forget to also stock up on pet food and supplies I just got home from Petsmart and bought a month s worth of items,Neutral,reminder stocking grocery don forget stock pet food supply get home petsmart buy month worth item,0,0,0
2852,47804,"New York, USA",15-03-2020,Went to the supermarket amp I d like to remind everyone that 19 is a respiratory disease not assitory disease Please stop hoarding the toilet paper Thanks,Positive,go supermarket amp like remind respiratory disease not assitory disease stop hoard toilet paper thank,0,0,0
2853,47805,"Ontario, Canada",15-03-2020,"So my moms ex co-worker (who is 35 years old and has two children) replies to my story (about retail/grocery work and COVID-19) with this...
I....youre a grown woman telling a 17 year old grocery store employee to suck it up IMMA SNAP? https://t.co/d5AprIaDPU",Negative,mom ex coworker year old child reply story retailgrocery work iyou grow woman tell year old grocery store employee suck imma snap,0,0,0
2854,47806,,15-03-2020,Retail Council of Canada is reassuring people that supply chains remain strong and grocery stores and pharmacies will remain open Panic shopping is clearing shelves for the moment but  We have plenty of food plenty of goods   So no need to panic shop,Extremely Negative,retail council canada reassure people supply chain remain strong grocery store pharmacy remain open panic shopping clearing shelf moment plenty food plenty good no need panic shop,2,2,2
2855,47807,Welsh Girl abroad in Cheshire,15-03-2020,"'Tis the truth 
#COVID?19 
#coronavirus 
#stoppanicbuying https://t.co/1HBZGS5fLq",Positive,tis truth,0,0,0
2856,47808,"North Carolina, USA",15-03-2020,"THIS is the toilet paper and paper towel aisles at the Mt. Olive, NC Walmart I work at. This is extremely ridiculous. 

You people are all overreacting! #coronavirus does NOT give you diarrhea and won't prevent it the virus. 

#tpapocalypse 
#StopPanicBuying https://t.co/wyG96FGVZH",Positive,toilet paper paper towel aisles mt olive nc walmart work extremely ridiculous people overreact not diarrhea will not prevent virus,0,0,0
2857,47809,looking to get my life back,15-03-2020,"i thought that people buying pasta bc of covid-19 was kind of a joke until i actually went to buy pasta myself yesterday (not to stock up, but to cook them today), and that all the cheapest pasta were gone... wtf dude?? even if everything closes we'll still be allowed to buy food",Extremely Negative,think people buy pasta bc kind joke actually go buy pasta yesterday not stock cook today cheap pasta go wtf dude close allow buy food,2,2,2
2858,47810,,15-03-2020,Damn... The grocery store are panicking in the Philippines #COVID2019 @pgarciam_art @nicroman27,Extremely Negative,damn grocery store panic philippine,2,2,2
2859,47811,McMaster U ,15-03-2020,"List of stores that are closing AND paying their employees during it because, like, they actually care about them: 

-Lush
-Urban Outfitters
-Fossil
-Hollister 
-Warby Parker 
-Nike 
-LuluLemon
-Apple
 + more 

Good to know.",Extremely Positive,list store close pay employee like actually care lush urban outfitter fossil hollister warby parker nike lululemon apple good know,0,0,0
2860,47812,United Kingdom,15-03-2020,Striking how many companies are taking action ahead of what governments recommend UK based consumer giant Unilever today ordered all office based employees to work from home 19,Positive,strike company take action ahead government recommend uk base consumer giant unilever today order office base employee work home,0,0,0
2861,47813,"Perth, Western Australia",15-03-2020,"? | Supermarket queue in Italy due to the #coronavirus...

According to a new rule in Italy, there needs to be at least 1 meter of distance between customers and not everyone is let into the market at once

[via @DawkinsReturns]

https://t.co/1IIjrIXWxg
#Covid_19 https://t.co/i1FVNGb4Sg",Neutral,supermarket queue italy accord new rule italy need meter distance customer not let market,0,0,0
2862,47814,Platform 9 3/4,15-03-2020,"They wanted to see how yall would react if food had to be rationed. Que the Popeyes chicken sandwich.

Now they want to see how yall would react in time of panic and sickness. Que covid-19",Negative,want react food ration que popeyes chicken sandwich want react time panic sickness que,2,2,2
2863,47815,"Massachusetts, USA",15-03-2020,"@ every retail store
#COVID?19 #coronavirus #panicshopping https://t.co/KvXjw9Nooh",Neutral,retail store,1,1,1
2864,47816,Killing animals for greed/sport is a mental health issue!,15-03-2020,"STOP KILLING OR ABANDONING YOUR PETS!!!!!! There's no evidence they carry #COVID?19
#coronavirus!!! Stock up on pet food, too. Honestly, if you can't or won't do that for your pet then you shouldn't have a pet. 
#CoronaVirusUpdates
#HighRiskCovid19

https://t.co/urCqdfgvtH",Extremely Negative,stop kill abandon pet there s no evidence carry stock pet food honestly can not will not pet should not pet,2,2,2
2865,47817,,15-03-2020,Added some reserve copies to Glover stock and 50 of all sales made today will go towards helping supply food sanitation supplies water etc to help those in need during this horrible time,Negative,add reserve copy glover stock sale today help supply food sanitation supply water etc help need horrible time,0,0,0
2866,47818,,15-03-2020,I just went to the grocery store Based on what I saw I fixed Maslow s hierarchy WTF 19,Extremely Negative,go grocery store base see fix maslow hierarchy wtf,2,2,2
2867,47819,"Williamsburg, VA",15-03-2020,Want to support local businesses but don t want to spend a lot of time in a store or restaurant Buy a gift card some even offer them online You ll help keep small businesses afloat AND you ll have a mini shopping dining spree to look forward to once the COVID 19 danger s gone,Extremely Positive,want support local business don want spend lot time store restaurant buy gift card offer online ll help small business afloat ll mini shop dining spree look forward covid danger go,0,0,0
2868,47820,,15-03-2020,This is utterly criminal The working class internationally must demand an end to the sanctions All workers must get access to health care free testing paid sick leave housing food and other basic services must be guaranteed to fight,Negative,utterly criminal work class internationally demand end sanction worker access health care free testing pay sick leave housing food basic service guarantee fight,0,0,0
2869,47821,"New York, NY",15-03-2020,This #coronavirus shows that most people dont have alil stock of food/beverage in the house ....and the only thing that needs to be purchase that will last is #canfood &amp; #water everything else is irrelevant.,Neutral,show people don alil stock foodbeverage house thing need purchase irrelevant,1,1,1
2870,47822,Georgia ,15-03-2020,With the cancellation of the Atlanta Hunger Walk a big fundraiser for the Atlanta Community Food Bank please consider how you can help bridge gaps When you go to stock up visit this page first,Positive,cancellation atlanta hunger walk big fundraiser atlanta community food bank consider help bridge gap stock visit page,0,0,0
2871,47823,,15-03-2020,"My #SundayMorning message. If no emergency, #StayTheFHome Stock up on non-perishable food to minimize trips to store. Pls dont be greedy &amp; take all the water, food &amp;?We are in this together. Ive seen people hoarding everything they can fit in grocery?Stop it. #coronavirus",Extremely Negative,message no emergency stock nonperishable food minimize trip store pls don greedy water food ve see people hoard fit grocerystop,2,2,2
2872,47824,Australia,15-03-2020,The advice on coronavirus keeps changing. What should Australians be doing now? https://t.co/wIozHCHPQ4,Neutral,advice coronavirus keep change australian,1,1,1
2873,47825,"Washington, DC",15-03-2020,"Learn your rights and important tips to remember during the #coronavirus (#covid19) emergency:

?Know Your Rights to Paid Sick Leave
?Report Price Gouging
?Understand Your Civil Rights
?Guard Against Scams
?Prevent the Spread of Germs

Read the alert: https://t.co/R7sAGojsjg https://t.co/xRqwxccNNX",Extremely Negative,learn right important tip remember emergency know right pay sick leave report price gouging understand civil right guard scams prevent spread germ read alert,2,2,2
2874,47826,"San Francisco, CA",15-03-2020,"Time for a global pause button while we wait this thing out.

- no stock trading globally
- only essential services (food delivery, infra maintenance) done by people who are continually tested for COVID-19 and get hazard pay and health care guarantees
- ubiquitous testing, weekly",Positive,time global pause button wait thing no stock trading globally essential service food delivery infra maintenance people continually test hazard pay health care guarantee ubiquitous testing weekly,2,2,2
2875,47827,C137,15-03-2020,Going to the grocery store is like being on a episode of Chopped You have tuna cotton candy and and soy milk make your entree 19,Positive,go grocery store like episode chop tuna cotton candy soy milk entree,0,0,0
2876,47828,Lebanon,15-03-2020,Thank God we live in In worst days we still had shelves full of food and supplies with prices lower than usual We never had panic buying No western individualism here Maybe it s about trusting your government,Positive,thank god live bad day shelve food supply price low usual panic buy no western individualism maybe trust government,2,2,2
2877,47829,"Mayville, Wisconsin",15-03-2020,This should be a wake up call to all the homies Food storage is crucial You should have at least a 3 mo supply so you could legit not leave your house amp have everything you need Stock up little by little each grocery trip BEFORE a crisis amp you ll be good,Negative,wake homie food storage crucial mo supply legit not leave house amp need stock little little grocery trip crisis amp ll good,2,2,2
2878,47830,"ÜT: 43.64624,-79.42516",15-03-2020,My latest forecast Coronavirus Impact demand to jump dramatically for rural properties near to urban centres as citizens become aware of benefits of not living in densely populated areas where disease can spread more rapidly Food Security family safety isolation,Positive,late forecast coronavirus impact demand jump dramatically rural property near urban centre citizen aware benefit not live densely populate area disease spread rapidly food security family safety isolation,0,0,0
2879,47831,,15-03-2020,I bet the same idiots who voted for Ford are the ones stock piling food. Thanks https://t.co/B4MyUeBhXr,Positive,bet idiot vote ford one stock pile food thank,0,0,0
2880,47832,,15-03-2020,"COVID-19 pandemic:

Americans: We need to buy toilet paper! 

Europeans: We need pasta and food! 

Everyone: We need masks and sanitizer gels!

Kazakhs: Its just our normal panic-buying thing (loads of meat and flour).

My mom: I need to buy shoes ASAP!

Me: What about food??",Negative,pandemic americans need buy toilet paper european need pasta food need mask sanitizer gel kazakh normal panicbuying thing load meat flour mom need buy shoe asap food,0,0,0
2881,47833,"Cork, Ireland",15-03-2020,Please please ask people Ricky to only buy what they need Don t leave someone in the queue behind you with no food for their family because you are stock piling Asking people to make this pledge via please share mate,Extremely Positive,ask people ricky buy need don leave queue no food family stock piling ask people pledge share mate,2,2,2
2882,47834,,15-03-2020,Urgent Woolworths texted and has cancelled my online shopping order in FULL No food available,Negative,urgent woolworth texte cancel online shopping order no food available,2,2,2
2883,47835,New York,15-03-2020,This online shopping thing may really catch on now. #coronavirus #COVID19 #ecommerce,Neutral,online shopping thing catch,1,1,1
2884,47836,"Coventry, England",15-03-2020,"We really need to start looking after each other. Online shopping seems not to be an option at the moment (websites crashing or no delivery availability). If youre in Coventry, let me know if you would like me to invite you to a COVID-19 support network...(1/2)",Positive,need start look online shopping not option moment website crash no delivery availability coventry let know like invite support,0,0,0
2885,47837,"Regno Unito, Cambridge",15-03-2020,Covid-19 could have a permanent effect on #shopping habits. Online #grocery shopping is taking off in favour of @Ocado Britain's biggest #online #supermarket https://t.co/cERM1mGlvP,Positive,permanent effect habit online shopping take favour britain big,1,1,1
2886,47838,"Los Angeles, CA",15-03-2020,"#COVID?19 ?face masks on stock in??
regular prices #Retail 
https://t.co/wwqydCrSHu
#Coronavirus #COVID19 #coronavirusUSA #CoronaVirusItalia #CoronavirusOutbreak #Health #VirusCorona #Corona #2019Cov #N95Masks #facemask #Refugees #NEWS #WuhanVirus #store #Online #Europe #Trump https://t.co/fMDMPlk0yK",Neutral,face mask stock regular price,0,0,0
2887,47839,"Las Vegas, NV",15-03-2020,"We have many people within our community that are on a fixed income or they dont have the ability to stock up... So, we need to ensure that when they can go to the grocery store that there is product available for them.
#LasVegas #coronavirus
https://t.co/ny8iznbQlv",Positive,people community fix income don ability stock need ensure grocery store product available,0,0,0
2888,47840,"Tampa Bay, FL",15-03-2020,"Shout out to @Publix 

Was just at the Boot Ranch location on Tampa Road in Oldsmar. Theyre working hard to keep the store stocked and clean. 

Folks on the frontline of retail cant work from home. Hats of to them and everyone pushing product out there.

#coronavirus",Positive,shout boot ranch location tampa road oldsmar work hard store stock clean folk frontline retail work home hat push product,0,0,0
2889,47841,"San Diego, CA",15-03-2020,Have you stocked up to deal with uncertainty of COVID 19 take a moment to consider if you have extra amp donate to a food bank Panic buying is creating shortages for the most vulnerable Let s not forget our extended family the communities we live in,Extremely Negative,stock deal uncertainty covid moment consider extra amp donate food bank panic buying create shortage vulnerable let not forget extend family community live,2,2,2
2890,47842,,15-03-2020,"#nobodyaskedmebut my @Facebook is filled with ads for masks, SELLING at RM129 and beyond for 10, I.e RM13 for 1. Dear mask companies, I DARE YOU!... Donate your masks! If you want to make money, sell it at original prices before #Covid_19. Businesses like you are the worst.",Positive,fill ad mask sell ie dear mask company dare donate mask want money sell original price business like bad,0,0,0
2891,47843,Massachusetts,15-03-2020,Tip Asian grocers are not jam packed if you re looking to stock your pantry during hibernation I m seeing posts of people in long lines with barren shelves at supermarkets Some to visit in Asia Food Market Lee s Canton Supermarket Henrietta Mini H,Neutral,tip asian grocer not jam pack look stock pantry hibernation see post people long line barren shelf supermarket visit asia food market lee canton supermarket henrietta mini,2,2,2
2892,47844,"Liverpool, England",15-03-2020,"Please unless you have to shop online right now , dont . Lots of people just like me rely on online shopping because we have medical conditions or disabilities that mean we can not leave our homes. #disabled #coronavirus #onlineshopping #reliant",Extremely Positive,shop online right don lot people like rely online shopping medical condition disability mean not leave home,0,0,0
2893,47845,"Maryland, USA",15-03-2020,If you are able to go to the grocery store or the bar the past couple of nights don't complain about the rink being open. We are still limited to what activities go on. Plenty of distance from people and just remember to wash your hands. #coronavirus,Negative,able grocery store bar past couple night do not complain rink open limited activity plenty distance people remember wash hand,0,0,0
2894,47846,"Boston, MA",15-03-2020,"All the bookstores are soft closing and offering online ordering and curbside pick-up rather than allowing people into the store to spread COVID-19.

My store doesnt have online shopping. We are still open at full/regular hours. Please pray no one spreads COVID-19 in my store.",Positive,bookstore soft closing offer online order curbside pickup allow people store spread store doesn online shopping open fullregular hour pray no spread store,0,0,0
2895,47847,??,15-03-2020,"COVID-19 UPDATE: My new ""financial responsibility"" flex is cancelled until further notice. I will resume my irrisponsible shopping habits (online) for the duration of this pandemic. Thank you all for your understanding. #copingmechanisms",Positive,update new financial responsibility flex cancel notice resume irrisponsible shopping habit online duration pandemic thank understanding,0,0,0
2896,47848,"North West, England",15-03-2020,What s more worrying than COVID 19 is empty shelves in shops selfish panic buying is putting the vulnerable at risk Perhaps consider the vulnerable amp next time you go amp panic buy pasta toilet roll amp hand sanitiser donate some to your local food bank or the elderly,Extremely Negative,worry covid shelf shop selfish panic buying put vulnerable risk consider vulnerable amp time amp panic buy pasta toilet roll amp hand sanitiser donate local food bank elderly,2,2,2
2897,47849,"Brooklyn, NY",15-03-2020,Hey fellow New Yorkers thousands of our fellow citizens experience food insecurity and rely on food banks The demand is increasing with the current situation As little as 1 can provide five meals I just donated Join me if you can,Negative,hey fellow new yorkers thousand fellow citizen experience food insecurity rely food bank demand increase current situation little provide meal donate join,0,0,0
2898,47850,England someplace,15-03-2020,"In local supermarket, lots of folk buying hand sanitiser, you cant buy loo roll and I havent seen one person obviously worried about pushing their trolley with bare hands - an obvious way to pass stuff around

#Covid_19 #covid19 #panicshopping https://t.co/ga8SOSgUNK",Positive,local supermarket lot folk buy hand sanitiser buy loo roll haven see person obviously worry push trolley bare hand obvious way pass stuff,0,0,0
2899,47851,"Toronto, Canada",15-03-2020,"Im shopping at my local grocery store, looking at empty shelves, and a thought hit me. Companies should send out reps to retail stores and see what product is selling. Because for some of you, even during an apocalypse your stuff doesnt sell. #coronavirus #coronapocolypse",Negative,shop local grocery store look shelf think hit company send reps retail store product sell apocalypse stuff doesn sell,0,0,0
2900,47852,"Columbus, OH",15-03-2020,"It seems so minuscule and trivial right now to be in a grocery store with empty shelves, sold-out essentials, to be buying makeup for my TV job. 

I can't find meat, chicken or toilet paper, but my Revlon Colorstay pressed powder is in full supply.

#coronavirus #coronapocolypse https://t.co/pszT2FwyWL",Negative,minuscule trivial right grocery store shelve soldout essential buy makeup tv job can not find meat chicken toilet paper revlon colorstay press powder supply,2,2,2
2901,47853,"Rome, Italy",15-03-2020,"#COVID_19 caused a sharp increase of #apple ? #prices in #Poland ??. In Ukraine, Russia, Moldova and Belarus prices dropped in the meanwhile. Details in the market report of #EastFruit https://t.co/2xqYNQ4MwV",Positive,cause sharp increase ukraine russia moldova belarus price drop detail market report,2,2,2
2902,47854,"Minneapolis, MN",15-03-2020,Grocery store workers don t get to We are at work every day being exposed to thousands of panic shoppers for our entire shift It s an incredibly stressful difficult situation for us Please be kind and appreciative when you shop,Negative,grocery store worker don work day expose thousand panic shopper entire shift incredibly stressful difficult situation kind appreciative shop,2,2,2
2903,47855,Click Link  ,15-03-2020,So we made our grocery today. We are not panic buying. We usually do our grocery every sunday. Thankful for Anti-hoarding &amp; Anti panic buying ordinance of Valenzuela city everyone have chance to do their grocery peacefully. The counter will not punch your exceed number of goods. https://t.co/CHQ5C1THYS,Extremely Positive,grocery today not panic buying usually grocery sunday thankful antihoarde anti panic buying ordinance valenzuela city chance grocery peacefully counter not punch exceed number good,2,2,2
2904,47856,"London, England",15-03-2020,I feel very fortunate to be able to stock up on the food we need but this is hard for many now and will get worse with the economic impact of COVID 19 If you can consider donating to your local food bank,Negative,feel fortunate able stock food need hard bad economic impact covid consider donate local food bank,2,2,2
2905,47857,,15-03-2020,@SkyNews Why dont the supermarkets limit the number of units bought to say two per person? Surely that would be an easy solution to stop the the panic buyers.  #StopPanicBuying #coronavirus,Positive,don supermarket limit number unit buy person surely easy solution stop panic buyer,2,2,2
2906,47858,"Washington, DC",15-03-2020,COVID 19 challenge Offset panic buying by donating to a local food bank 1 buys 5 meals,Negative,covid challenge offset panic buying donate local food bank buy meal,2,2,2
2907,47859,,15-03-2020,"It is our commitment to keep our Anthro community healthy &amp; safe. Please reach out to us and share your thoughts  were here for you. Look out for one another, and be well. Well see you soon. ? https://t.co/oQDalBHYFA",Extremely Positive,commitment anthro community healthy safe reach share thought look ll soon,0,0,0
2908,47860,Finland,15-03-2020,One grocery store in Helsinki has appealed to the customers to not come to the store when ill not threaten the personnel not fight over stuff not steal stuff from other people s carts This means that all of that happens People have lost their minds,Positive,grocery store helsinki appeal customer not come store ill not threaten personnel not fight stuff not steal stuff people cart mean happen people lose mind,2,2,2
2909,47861,,15-03-2020,What's the difference in gathering for a basketball or hockey game and gathering in a grocery store running around like maniacs? #COVID?19 #coronapocolypse #coronavirus,Positive,what s difference gather basketball hockey game gather grocery store run like maniac,0,0,0
2910,47862,"Global, Meet me at an Airport ",15-03-2020,How has the impacted consumer spend across airlines cruise lines restaurants food delivery and more See our just published report,Neutral,impact consumer spend airline cruise line restaurant food delivery publish report,0,0,0
2911,47863,"Los Angeles, Zurich, Istanbul ",15-03-2020,@sergioaved @TheRideshareGuy Am I a missing something? While Apple close their retail store due to Covid-19 why people should order from cloud kitchens they have  no food handling guidelines,Negative,miss apple close retail store people order cloud kitchen no food handle guideline,2,2,2
2912,47864,England ,15-03-2020,Currently the most likely place you will catch the #covid_19 #coronavirus is at the #supermarket due to the amount of people #panicbuying who are already carrying the ? but dont worry all that ? will keep you safe! https://t.co/Q5TtHGwR9Y,Neutral,currently likely place catch people carry don worry safe,0,0,0
2913,47865,Helios,15-03-2020,@TheLastLeg wouldnt it be a good idea for supermarkets to suspend delivery charges for online shopping deliveries during the covid-19 situation,Negative,wouldn good idea supermarket suspend delivery charge online shopping delivery situation,0,0,0
2914,47866,Sunderland,15-03-2020,"Dont forget that if you cant make it out for a sit down meal, for whatever reason, we do a take away service for you to pick up. ?
If u think eating Chinese food will expose you to the covid-19 virus, pls avoid us at ALL cost, stock up on ?then lock yourselves in. Forever
? https://t.co/0yPKB68ijQ",Negative,don forget sit meal reason away service pick think eat chinese food expose virus pls avoid cost stock lock forever,2,2,2
2915,47867,"Oakland, CA",15-03-2020,"People freaking over toilet paper like the great Cornholio predicted.
 #cornholio #toiletpaper #coronavirus #coronavirusmeme  #epidemic #sickness #illness #crazypeople #insanity #pandemic #fml #covid_19 #covid https://t.co/dqNefvvDpj",Positive,people freak toilet paper like great cornholio predict,0,0,0
